5691252.37	6198279.53
5691377.27	6197998.49
5693022.71	6195242.67
5693661.36	6193039.55
5693691.81	6191254.04
5693518.40	6189322.44
5694363.55	6187996.92
5696361.52	6187028.09
5697839.02	6186024.65
5698112.32	6184578.64
5697082.18	6183679.99
5699371.30	6183669.86
5702157.22	6183849.49
5703543.22	6184381.54
5703943.13	6183888.26
5705334.92	6183622.31
5707064.23	6185040.97
5708630.90	6185327.46
5709690.32	6184466.46
5710839.75	6185604.36
5712551.50	6186268.58
5714106.08	6186573.78
5715974.43	6187544.13
5719111.21	6188367.78
5720259.13	6188613.88
5719431.37	6125588.98
5716989.46	6128044.14
5715175.88	6129486.52
5713519.53	6131011.49
5711604.25	6132074.35
5710084.10	6131924.05
5708561.54	6132840.25
5707092.85	6133728.76
5705483.48	6134867.35
5703899.33	6135910.76
5701893.59	6137674.81
5699800.48	6139676.15
5699636.55	6139902.53
5699332.09	6140089.89
5698457.76	6140784.67
5697755.18	6141409.19
5697115.05	6141799.51
5696451.49	6142314.74
5695764.52	6142790.94
5695280.52	6143259.33
5694796.52	6143805.78
5694468.64	6144633.27
5694453.03	6144726.95
5694031.48	6144469.34
5693609.93	6144453.72
5692969.80	6144500.56
5692509.21	6144531.79
5692173.53	6144508.37
5691712.95	6144469.34
5691189.92	6144336.63
5690713.72	6144336.63
5690495.14	6144250.75
5690307.78	6144242.95
5689901.84	6144149.27
5689722.29	6144079.01
5689214.87	6144039.98
5688723.06	6144047.78
5688270.28	6144141.46
5687887.77	6144242.95
5687567.70	6144258.56
5687177.38	6144422.50
5686919.76	6144765.98
5686701.18	6144992.37
5686427.95	6145179.73
5686201.56	6145523.21
5685959.56	6145663.73
5685709.75	6145866.70
5685397.49	6146139.93
5685171.11	6146303.86
5685139.88	6146538.06
5684694.91	6146928.38
5684374.84	6147412.39
5684164.07	6147787.10
5683797.16	6148091.55
5683453.68	6148458.46
5683149.22	6148786.33
5683024.32	6148981.49
5682915.03	6149246.91
5682282.70	6149637.24
5681673.79	6149941.69
5681369.34	6150011.95
5681142.95	6150144.66
5680377.92	6150269.56
5679573.85	6150339.82
5679206.94	6150355.44
5678340.42	6150441.31
5677700.29	6150644.28
5676576.15	6151081.44
5675576.92	6151721.57
5674546.46	6152392.93
5673484.78	6152970.61
5672469.93	6153329.71
5671689.28	6153579.52
5670518.31	6153720.04
5669316.11	6153735.65
5668285.65	6153954.23
5667489.39	6154157.20
5666755.58	6154344.56
5665850.02	6154828.56
5665194.28	6155421.85
5664921.05	6156007.34
5664608.79	6156561.60
5664218.46	6156944.12
5663812.53	6157326.64
5663593.94	6157513.99
5663180.20	6157841.87
5662875.75	6158161.93
5662805.49	6158240.00
5661876.51	6158833.29
5661603.29	6159090.91
5661181.74	6159356.33
5660830.44	6159606.14
5660557.22	6159809.10
5660283.99	6159879.36
5659893.66	6160129.17
5659472.11	6160441.43
5659292.56	6160667.82
5659050.56	6160667.82
5658433.85	6161073.76
5657988.88	6161409.44
5657715.65	6161565.57
5657442.42	6161737.31
5656927.20	6162127.63
5656536.87	6162424.28
5655982.61	6162869.25
5654928.73	6163759.19
5654179.31	6164321.26
5653320.59	6165008.23
5652836.59	6165484.43
5652820.98	6165695.20
5653047.37	6166069.92
5653094.20	6166756.89
5652883.43	6167287.73
5652696.07	6167514.12
5652493.10	6167951.28
5652407.23	6168240.12
5652290.14	6168653.87
5652188.65	6169200.32
5652001.29	6169543.81
5651681.23	6169832.65
5651610.97	6170277.62
5651376.78	6170543.04
5651025.48	6170831.88
5650814.71	6171027.04
5650400.96	6171081.69
5650088.70	6171128.53
5649792.06	6171604.72
5650549.29	6171823.30
5650424.38	6172486.86
5649753.02	6172963.05
5649471.99	6173361.19
5648995.79	6173712.48
5648488.37	6173876.41
5648027.79	6173868.61
5647746.75	6173915.45
5647512.56	6173884.22
5647270.56	6174009.12
5647028.56	6174438.48
5646794.36	6174610.22
5646614.81	6174555.58
5646482.10	6174532.16
5645998.10	6175156.68
5645357.97	6175632.88
5644834.93	6175804.62
5644475.83	6175984.17
5644499.25	6176226.17
5644210.41	6176304.23
5644007.44	6176452.56
5643991.83	6176772.62
5643671.76	6177014.63
5643554.66	6177272.24
5643312.66	6177280.05
5643148.73	6177342.50
5642914.53	6177685.99
5642586.66	6177740.63
5642430.53	6177803.08
5642266.59	6177990.44
5642141.69	6178248.05
5641930.91	6178505.67
5641696.72	6178817.93
5641524.97	6178817.93
5641400.07	6178607.15
5641228.33	6178505.67
5640681.87	6178919.41
5640455.48	6179536.13
5640088.58	6180418.26
5639745.09	6181136.46
5639667.03	6181760.98
5639448.45	6182604.08
5639245.48	6184321.51
5638480.44	6185008.48
5638277.47	6185554.94
5638012.05	6185789.13
5637606.11	6186304.36
5637200.17	6187194.30
5637090.88	6187522.17
5636357.07	6187693.92
5636076.04	6187756.37
5635997.97	6188193.53
5636388.30	6188568.24
5636856.69	6188942.96
5637137.72	6189161.54
5636919.14	6189739.22
5636965.98	6190254.45
5637122.11	6190488.64
5637731.02	6190847.74
5637637.34	6191940.65
5637637.34	6192284.14
5638293.08	6192502.72
5638667.80	6193220.92
5639417.22	6193720.53
5639136.19	6194563.63
5639417.22	6194782.22
5640354.00	6194875.89
5640884.84	6194969.57
5641290.78	6195562.87
5642102.66	6196000.03
5642695.95	6195843.90
5642976.98	6196530.87
5642352.46	6197904.82
5642008.98	6198872.82
5642446.14	6200090.63
5642945.76	6200371.67
5641865.73	6202929.94
5641573.31	6206040.63
5662595.53	6207179.63
5681381.91	6210556.64
5685541.56	6205792.58
5687989.25	6202011.03
5689847.20	6200340.44
5690659.07	6199247.53
5691174.30	6198404.43

